RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,SyntheticFirstName,CustomerFullName,CountryISO2,Locale,TimeZone,LocalCurrency,Region,City,PostalCode,StreetAddress,PhoneCountryCode,SyntheticPhone,SyntheticEmail,CustomerAgeGroup
7525.0,15620103,Ho,660.0,France,Female,40,8.0,167181.01,1.0,1.0,1.0,185156.94,0.0,Clara,Clara Ho,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,143 Boulevard Voltaire,+33,+33 6 30 70 93 31,clara.ho.0103@fr.demo-bank.example,35-44
7526.0,15770406,Watson,580.0,Germany,Male,35,9.0,121355.19,1.0,0.0,1.0,35671.45,0.0,Leon,Leon Watson,DE,de_DE,Europe/Berlin,EUR,Hamburg,Hamburg,20095,LindenAllee 29,+49,+49 163 7834587,leon.watson.0406@de.demo-bank.example,35-44
7527.0,15800554,Perry,850.0,France,Female,81,1.0,0.0,2.0,1.0,1.0,59568.24,0.0,Marie,Marie Perry,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,117 Rue Carnot,+33,+33 6 65 61 02 94,marie.perry.0554@fr.demo-bank.example,65+
7528.0,15611409,Sun,676.0,Spain,Male,35,0.0,0.0,2.0,0.0,0.0,139911.58,0.0,Pablo,Pablo Sun,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,95 Avenida Goya,+34,+34 720 784 072,pablo.sun.1409@es.demo-bank.example,35-44
7529.0,15646535,Harrell,578.0,France,Male,46,5.0,113226.47,1.0,1.0,0.0,56770.76,0.0,Thomas,Thomas Harrell,FR,fr_FR,Europe/Paris,EUR,Grand Est,Strasbourg,67000,197 Rue Jean Jaurès,+33,+33 6 00 64 37 43,thomas.harrell.6535@fr.demo-bank.example,45-54
7530.0,15575430,Robson,579.0,France,Female,33,1.0,118392.75,1.0,1.0,1.0,157564.75,0.0,Manon,Manon Robson,FR,fr_FR,Europe/Paris,EUR,Grand Est,Strasbourg,67000,91 Boulevard Voltaire,+33,+33 7 28 09 54 76,manon.robson.5430@fr.demo-bank.example,25-34
7531.0,15711299,Wilson,711.0,Germany,Female,52,8.0,145262.54,1.0,0.0,1.0,131473.31,0.0,Sophie,Sophie Wilson,DE,de_DE,Europe/Berlin,EUR,Saxony,Leipzig,04109,ParkAllee 76,+49,+49 151 5027111,sophie.wilson.1299@de.demo-bank.example,45-54
7532.0,15642063,Kelechi,692.0,France,Male,40,6.0,163505.16,1.0,0.0,0.0,90424.09,0.0,Nathan,Nathan Kelechi,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,183 Boulevard Jean Jaurès,+33,+33 7 45 14 13 53,nathan.kelechi.2063@fr.demo-bank.example,35-44
7533.0,15706602,Bates,760.0,Spain,Female,33,1.0,118114.28,2.0,0.0,1.0,156660.21,0.0,Daniela,Daniela Bates,ES,es_ES,Europe/Madrid,EUR,Andalusia,Málaga,29001,103 Avenida de la Paz,+34,+34 686 422 339,daniela.bates.6602@es.demo-bank.example,25-34
7534.0,15592773,Eberegbulam,630.0,Germany,Female,51,0.0,108449.23,3.0,0.0,0.0,88372.69,1.0,Laura,Laura Eberegbulam,DE,de_DE,Europe/Berlin,EUR,Berlin,Berlin,10115,LindenAllee 121,+49,+49 172 4751763,laura.eberegbulam.2773@de.demo-bank.example,45-54
7535.0,15786539,Olisaemeka,808.0,France,Male,32,1.0,0.0,2.0,1.0,1.0,46200.71,0.0,Nathan,Nathan Olisaemeka,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,34 Avenue Gambetta,+33,+33 7 93 94 83 76,nathan.olisaemeka.6539@fr.demo-bank.example,25-34
7536.0,15737542,Davey,611.0,Germany,Female,36,10.0,103294.56,1.0,1.0,0.0,160548.12,0.0,Lena,Lena Davey,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Cologne,50667,ParkWeg 104,+49,+49 160 5700748,lena.davey.7542@de.demo-bank.example,35-44
7537.0,15590234,De Luca,697.0,France,Female,42,1.0,0.0,1.0,1.0,0.0,1262.83,1.0,Marie,Marie De Luca,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,153 Avenue Victor Hugo,+33,+33 6 15 22 54 56,marie.de.luca.0234@fr.demo-bank.example,35-44
7538.0,15773776,Ho,655.0,France,Female,38,6.0,0.0,1.0,1.0,1.0,188639.28,0.0,Clara,Clara Ho,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,169 Avenue Gambetta,+33,+33 7 45 44 76 09,clara.ho.3776@fr.demo-bank.example,35-44
7539.0,15728082,Vasiliev,601.0,Spain,Male,28,6.0,0.0,2.0,1.0,0.0,14665.28,0.0,Daniel,Daniel Vasiliev,ES,es_ES,Europe/Madrid,EUR,Andalusia,Málaga,29001,72 Avenida de la Paz,+34,+34 669 146 213,daniel.vasiliev.8082@es.demo-bank.example,25-34
7540.0,15609987,Smith,755.0,France,Male,42,2.0,119919.12,1.0,1.0,0.0,156868.21,0.0,Antoine,Antoine Smith,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,93 Rue Gambetta,+33,+33 6 01 49 69 36,antoine.smith.9987@fr.demo-bank.example,35-44
7541.0,15735330,Sung,553.0,France,Male,37,1.0,0.0,1.0,1.0,0.0,30461.55,0.0,Hugo,Hugo Sung,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,146 Avenue Jean Jaurès,+33,+33 6 51 66 13 01,hugo.sung.5330@fr.demo-bank.example,35-44
7542.0,15649430,White,723.0,France,Male,28,4.0,0.0,2.0,1.0,1.0,123885.88,0.0,Nicolas,Nicolas White,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,121 Boulevard Voltaire,+33,+33 7 00 19 94 65,nicolas.white.9430@fr.demo-bank.example,25-34
7543.0,15768777,Wang,507.0,Spain,Female,34,4.0,0.0,2.0,1.0,1.0,60688.38,0.0,Martina,Martina Wang,ES,es_ES,Europe/Madrid,EUR,Basque Country,Bilbao,48001,60 Avenida Mayor,+34,+34 679 917 274,martina.wang.8777@es.demo-bank.example,25-34
7544.0,15777893,Davide,777.0,France,Male,43,1.0,0.0,2.0,1.0,0.0,21785.91,0.0,Louis,Louis Davide,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,45 Avenue Victor Hugo,+33,+33 7 83 51 52 83,louis.davide.7893@fr.demo-bank.example,35-44
7545.0,15791326,Nnamdi,566.0,France,Male,34,3.0,0.0,1.0,0.0,0.0,188135.69,0.0,Hugo,Hugo Nnamdi,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,162 Allée Victor Hugo,+33,+33 7 26 26 45 88,hugo.nnamdi.1326@fr.demo-bank.example,25-34
7546.0,15615176,Welsh,732.0,France,Male,26,7.0,0.0,2.0,1.0,0.0,154364.66,0.0,Gabriel,Gabriel Welsh,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,89 Boulevard de la Paix,+33,+33 6 02 32 53 06,gabriel.welsh.5176@fr.demo-bank.example,25-34
7547.0,15735221,Sousa,697.0,France,Female,42,10.0,0.0,2.0,1.0,0.0,61312.15,0.0,Clara,Clara Sousa,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,182 Avenue Victor Hugo,+33,+33 7 86 41 88 85,clara.sousa.5221@fr.demo-bank.example,35-44
7548.0,15617991,Andrews,555.0,France,Male,29,4.0,128744.04,1.0,1.0,1.0,47454.93,0.0,Nathan,Nathan Andrews,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,35 Boulevard Jean Jaurès,+33,+33 6 46 90 57 24,nathan.andrews.7991@fr.demo-bank.example,25-34
7549.0,15658504,Chiawuotu,584.0,Germany,Female,62,9.0,137727.34,2.0,0.0,1.0,121102.9,0.0,Marie,Marie Chiawuotu,DE,de_DE,Europe/Berlin,EUR,Baden-Württemberg,Stuttgart,70173,SchillerStraße 132,+49,+49 151 7313217,marie.chiawuotu.8504@de.demo-bank.example,55-64
7550.0,15785705,Thomson,705.0,Germany,Female,44,10.0,106731.58,1.0,1.0,0.0,137419.87,1.0,Marie,Marie Thomson,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,ParkWeg 8,+49,+49 170 6989112,marie.thomson.5705@de.demo-bank.example,35-44
7551.0,15801817,Carpenter,688.0,France,Female,38,7.0,123544.21,1.0,1.0,1.0,157664.02,0.0,Marie,Marie Carpenter,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,39 Rue Carnot,+33,+33 7 71 76 40 34,marie.carpenter.1817@fr.demo-bank.example,35-44
7552.0,15752578,Yefimova,626.0,France,Female,37,2.0,133968.96,2.0,1.0,0.0,148689.65,0.0,Emma,Emma Yefimova,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,145 Rue Carnot,+33,+33 7 22 18 84 52,emma.yefimova.2578@fr.demo-bank.example,35-44
7553.0,15781574,Ma,636.0,Spain,Male,76,9.0,126534.6,1.0,1.0,1.0,39789.62,0.0,Martín,Martín Ma,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Alicante,03001,19 Calle Goya,+34,+34 697 644 976,martin.ma.1574@es.demo-bank.example,65+
7554.0,15792107,Black,719.0,Spain,Female,35,8.0,0.0,1.0,1.0,1.0,165162.4,0.0,Sofía,Sofía Black,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Alicante,03001,30 Avenida de la Paz,+34,+34 776 895 054,sofia.black.2107@es.demo-bank.example,35-44
7555.0,15569917,Obijiaku,706.0,Spain,Male,30,6.0,87609.68,2.0,0.0,0.0,137674.55,1.0,Pablo,Pablo Obijiaku,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,56 Plaza de la Constitución,+34,+34 700 432 647,pablo.obijiaku.9917@es.demo-bank.example,25-34
7556.0,15721504,King,731.0,Spain,Male,41,3.0,0.0,2.0,1.0,0.0,101371.72,0.0,Hugo,Hugo King,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,193 Avenida Real,+34,+34 623 116 986,hugo.king.1504@es.demo-bank.example,35-44
7557.0,15757306,Miller,738.0,Spain,Male,49,3.0,0.0,3.0,1.0,1.0,65066.48,1.0,Martín,Martín Miller,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,88 Paseo Mayor,+34,+34 668 598 571,martin.miller.7306@es.demo-bank.example,45-54
7558.0,15647295,Chin,426.0,France,Male,34,9.0,0.0,2.0,1.0,0.0,107876.91,0.0,Arthur,Arthur Chin,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,121 Allée de la Paix,+33,+33 7 18 89 36 59,arthur.chin.7295@fr.demo-bank.example,25-34
7559.0,15642098,Cox,622.0,Spain,Female,36,0.0,108960.0,2.0,1.0,0.0,111180.3,1.0,Carmen,Carmen Cox,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,191 Paseo de la Paz,+34,+34 643 454 745,carmen.cox.2098@es.demo-bank.example,35-44
7560.0,15696120,Wallace,701.0,Spain,Female,30,2.0,0.0,2.0,1.0,0.0,115650.63,0.0,Julia,Julia Wallace,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Alicante,03001,98 Calle Gran Vía,+34,+34 710 662 820,julia.wallace.6120@es.demo-bank.example,25-34
7561.0,15675176,Price,512.0,France,Male,51,6.0,144953.31,1.0,1.0,1.0,165035.17,0.0,Hugo,Hugo Price,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,135 Boulevard du Moulin,+33,+33 7 48 57 41 19,hugo.price.5176@fr.demo-bank.example,45-54
7562.0,15700046,Yuan,635.0,France,Male,41,4.0,103544.88,2.0,1.0,0.0,193746.55,0.0,Jules,Jules Yuan,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,14 Allée Jean Jaurès,+33,+33 7 40 55 96 21,jules.yuan.0046@fr.demo-bank.example,35-44
7563.0,15782089,Mullen,685.0,France,Male,33,6.0,0.0,1.0,1.0,0.0,58458.26,0.0,Hugo,Hugo Mullen,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,150 Boulevard Victor Hugo,+33,+33 7 16 68 17 05,hugo.mullen.2089@fr.demo-bank.example,25-34
7564.0,15706394,Howell,609.0,France,Male,53,7.0,0.0,2.0,0.0,1.0,52332.85,0.0,Jules,Jules Howell,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,195 Boulevard Victor Hugo,+33,+33 6 13 52 24 66,jules.howell.6394@fr.demo-bank.example,45-54
7565.0,15759387,McIntosh,598.0,Germany,Male,38,1.0,101487.18,1.0,1.0,1.0,75959.1,1.0,Felix,Felix McIntosh,DE,de_DE,Europe/Berlin,EUR,Berlin,Berlin,10115,SchillerAllee 160,+49,+49 172 9409078,felix.mcintosh.9387@de.demo-bank.example,35-44
7566.0,15623369,Clifton,708.0,France,Male,52,10.0,105355.81,1.0,1.0,0.0,123.07,1.0,Thomas,Thomas Clifton,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,130 Allée Carnot,+33,+33 7 34 67 89 19,thomas.clifton.3369@fr.demo-bank.example,45-54
7567.0,15732943,Okwuoma,574.0,Spain,Male,36,4.0,77967.5,1.0,1.0,0.0,167066.95,1.0,Hugo,Hugo Okwuoma,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Valencia,46001,187 Plaza Goya,+34,+34 684 230 295,hugo.okwuoma.2943@es.demo-bank.example,35-44
7568.0,15750545,Chidiebere,629.0,France,Male,44,5.0,0.0,4.0,0.0,0.0,117572.59,1.0,Thomas,Thomas Chidiebere,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,142 Avenue Gambetta,+33,+33 6 22 30 54 22,thomas.chidiebere.0545@fr.demo-bank.example,35-44
7569.0,15809909,Fan,422.0,Spain,Female,54,4.0,0.0,2.0,1.0,1.0,7166.71,0.0,Carmen,Carmen Fan,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,68 Plaza Velázquez,+34,+34 782 175 184,carmen.fan.9909@es.demo-bank.example,45-54
7570.0,15642448,Onyemauchechukwu,656.0,Spain,Male,28,8.0,120047.77,1.0,1.0,1.0,137173.39,0.0,Adrián,Adrián Onyemauchechukwu,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,2 Plaza Gran Vía,+34,+34 648 807 809,adrian.onyemauchechukwu.2448@es.demo-bank.example,25-34
7571.0,15791944,Harker,697.0,France,Male,32,7.0,175464.85,3.0,1.0,0.0,116442.42,1.0,Nicolas,Nicolas Harker,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,32 Rue Pasteur,+33,+33 6 33 87 03 88,nicolas.harker.1944@fr.demo-bank.example,25-34
7572.0,15768342,Bolton,718.0,France,Male,52,8.0,79475.3,3.0,1.0,1.0,32421.32,1.0,Louis,Louis Bolton,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,196 Boulevard Carnot,+33,+33 6 86 39 97 10,louis.bolton.8342@fr.demo-bank.example,45-54
7573.0,15567919,Lazarev,586.0,Germany,Male,37,8.0,167735.69,2.0,0.0,1.0,104665.79,0.0,Felix,Felix Lazarev,DE,de_DE,Europe/Berlin,EUR,Hamburg,Hamburg,20095,BahnhofPlatz 142,+49,+49 170 2295630,felix.lazarev.7919@de.demo-bank.example,35-44
7574.0,15674750,Alexeyeva,481.0,Spain,Female,37,8.0,0.0,2.0,1.0,0.0,44215.86,0.0,Valeria,Valeria Alexeyeva,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,96 Plaza Real,+34,+34 695 977 134,valeria.alexeyeva.4750@es.demo-bank.example,35-44
7575.0,15778345,Stevens,749.0,France,Female,33,1.0,74385.98,1.0,1.0,0.0,20164.47,0.0,Camille,Camille Stevens,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,27 Boulevard Jean Jaurès,+33,+33 6 51 78 64 92,camille.stevens.8345@fr.demo-bank.example,25-34
7576.0,15687634,Glover,561.0,Germany,Male,49,5.0,94754.0,1.0,1.0,1.0,26691.31,0.0,Tim,Tim Glover,DE,de_DE,Europe/Berlin,EUR,Hesse,Frankfurt am Main,60311,ParkWeg 54,+49,+49 151 6700458,tim.glover.7634@de.demo-bank.example,45-54
7577.0,15666096,Ibekwe,676.0,Spain,Male,27,4.0,0.0,1.0,0.0,1.0,107955.67,0.0,Leo,Leo Ibekwe,ES,es_ES,Europe/Madrid,EUR,Andalusia,Seville,41001,172 Paseo Cervantes,+34,+34 795 889 469,leo.ibekwe.6096@es.demo-bank.example,25-34
7578.0,15581700,Paterson,615.0,Germany,Male,43,3.0,86920.86,1.0,1.0,1.0,150048.37,0.0,Finn,Finn Paterson,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Düsseldorf,40213,KirchWeg 73,+49,+49 176 2223185,finn.paterson.1700@de.demo-bank.example,35-44
7579.0,15656417,Marsh,582.0,France,Female,39,1.0,132077.48,2.0,1.0,0.0,192255.15,0.0,Léa,Léa Marsh,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,47 Allée Victor Hugo,+33,+33 6 16 14 05 42,lea.marsh.6417@fr.demo-bank.example,35-44
7580.0,15649101,Reeves,601.0,France,Male,40,10.0,127847.86,1.0,0.0,0.0,173245.68,0.0,Nathan,Nathan Reeves,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,72 Avenue de la République,+33,+33 6 42 07 59 47,nathan.reeves.9101@fr.demo-bank.example,35-44
7581.0,15781975,Rees,708.0,France,Male,34,3.0,0.0,1.0,0.0,1.0,121457.88,1.0,Jules,Jules Rees,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,42 Boulevard Gambetta,+33,+33 7 03 69 77 31,jules.rees.1975@fr.demo-bank.example,25-34
7582.0,15700511,Hanson,708.0,Germany,Male,42,9.0,176702.36,2.0,1.0,1.0,104804.74,0.0,Finn,Finn Hanson,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,GoetheWeg 178,+49,+49 170 6091257,finn.hanson.0511@de.demo-bank.example,35-44
7583.0,15770255,Onwughara,797.0,Germany,Female,33,10.0,83555.58,1.0,0.0,0.0,69767.14,0.0,Anna,Anna Onwughara,DE,de_DE,Europe/Berlin,EUR,Saxony,Leipzig,04109,FriedrichStraße 58,+49,+49 163 7849350,anna.onwughara.0255@de.demo-bank.example,25-34
7584.0,15643574,Odinakachukwu,682.0,France,Male,26,8.0,0.0,2.0,1.0,0.0,178373.43,0.0,Antoine,Antoine Odinakachukwu,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,87 Avenue Gambetta,+33,+33 7 43 41 84 44,antoine.odinakachukwu.3574@fr.demo-bank.example,25-34
7585.0,15595010,Huang,694.0,Spain,Female,39,9.0,0.0,2.0,0.0,0.0,99924.04,0.0,Valeria,Valeria Huang,ES,es_ES,Europe/Madrid,EUR,Andalusia,Málaga,29001,54 Calle de la Paz,+34,+34 634 270 099,valeria.huang.5010@es.demo-bank.example,35-44
7586.0,15580579,Trevisani,490.0,France,Female,40,1.0,0.0,1.0,1.0,1.0,49594.19,1.0,Léa,Léa Trevisani,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,28 Boulevard Carnot,+33,+33 7 45 36 33 64,lea.trevisani.0579@fr.demo-bank.example,35-44
7587.0,15748532,Dale,828.0,Spain,Male,42,10.0,0.0,1.0,1.0,1.0,186071.14,0.0,Alejandro,Alejandro Dale,ES,es_ES,Europe/Madrid,EUR,Basque Country,Bilbao,48001,124 Paseo Goya,+34,+34 798 365 776,alejandro.dale.8532@es.demo-bank.example,35-44
7588.0,15773789,Pavlova,594.0,Spain,Female,38,7.0,96858.35,1.0,1.0,0.0,77511.45,0.0,Sofía,Sofía Pavlova,ES,es_ES,Europe/Madrid,EUR,Andalusia,Málaga,29001,113 Plaza Real,+34,+34 658 444 210,sofia.pavlova.3789@es.demo-bank.example,35-44
7589.0,15600027,Meng,579.0,Spain,Male,33,1.0,0.0,2.0,1.0,1.0,54816.57,0.0,Lucas,Lucas Meng,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,104 Paseo Velázquez,+34,+34 675 104 969,lucas.meng.0027@es.demo-bank.example,25-34
7590.0,15620832,Dean,723.0,France,Female,35,0.0,0.0,2.0,0.0,1.0,61290.99,0.0,Marie,Marie Dean,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,172 Avenue Voltaire,+33,+33 6 68 08 70 49,marie.dean.0832@fr.demo-bank.example,35-44
7591.0,15568819,Chiganu,619.0,Germany,Female,42,8.0,132796.04,3.0,1.0,1.0,191821.35,1.0,Marie,Marie Chiganu,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Essen,45127,ParkWeg 72,+49,+49 151 1068527,marie.chiganu.8819@de.demo-bank.example,35-44
7592.0,15748691,Lung,794.0,Spain,Female,30,1.0,154970.54,1.0,0.0,1.0,156768.45,0.0,Paula,Paula Lung,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Alicante,03001,192 Paseo de la Paz,+34,+34 736 876 686,paula.lung.8691@es.demo-bank.example,25-34
7593.0,15583552,Donaldson,674.0,Germany,Male,44,3.0,88902.21,1.0,1.0,0.0,73731.32,0.0,Finn,Finn Donaldson,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Cologne,50667,ParkWeg 26,+49,+49 163 9535389,finn.donaldson.3552@de.demo-bank.example,35-44
7594.0,15588019,Li Fonti,418.0,France,Male,28,7.0,98738.92,1.0,1.0,0.0,122190.22,0.0,Gabriel,Gabriel Li Fonti,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,78 Boulevard du Moulin,+33,+33 6 44 49 32 54,gabriel.li.fonti.8019@fr.demo-bank.example,25-34
7595.0,15713250,Izmailova,502.0,France,Male,33,8.0,0.0,2.0,1.0,1.0,123509.01,0.0,Jules,Jules Izmailova,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,18 Rue Voltaire,+33,+33 6 43 64 57 13,jules.izmailova.3250@fr.demo-bank.example,25-34
7596.0,15569595,Walker,678.0,France,Female,50,6.0,0.0,1.0,1.0,0.0,8199.5,0.0,Inès,Inès Walker,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,64 Boulevard Gambetta,+33,+33 6 55 20 22 45,ines.walker.9595@fr.demo-bank.example,45-54
7597.0,15794868,Nnonso,599.0,Germany,Male,40,10.0,137456.28,2.0,1.0,1.0,14113.11,0.0,Lukas,Lukas Nnonso,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Düsseldorf,40213,LindenStraße 104,+49,+49 170 7655236,lukas.nnonso.4868@de.demo-bank.example,35-44
7598.0,15576680,Stevenson,736.0,France,Male,29,4.0,0.0,2.0,0.0,0.0,51705.01,0.0,Lucas,Lucas Stevenson,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,54 Avenue Carnot,+33,+33 7 57 87 34 61,lucas.stevenson.6680@fr.demo-bank.example,25-34
7599.0,15613699,Schnaars,430.0,France,Female,60,7.0,73937.02,1.0,1.0,0.0,161937.62,1.0,Emma,Emma Schnaars,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,4 Rue du Moulin,+33,+33 6 53 03 76 55,emma.schnaars.3699@fr.demo-bank.example,55-64
7600.0,15609758,Geoghegan,537.0,France,Female,45,7.0,158621.04,1.0,1.0,0.0,120892.96,1.0,Léa,Léa Geoghegan,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,182 Avenue Victor Hugo,+33,+33 7 22 62 02 48,lea.geoghegan.9758@fr.demo-bank.example,45-54
7601.0,15762392,Ilyina,683.0,Spain,Male,30,1.0,113257.2,1.0,1.0,1.0,65035.02,0.0,Martín,Martín Ilyina,ES,es_ES,Europe/Madrid,EUR,Andalusia,Málaga,29001,112 Plaza Mayor,+34,+34 608 689 264,martin.ilyina.2392@es.demo-bank.example,25-34
7602.0,15693382,Muir,828.0,France,Male,31,9.0,0.0,1.0,0.0,1.0,164257.37,0.0,Arthur,Arthur Muir,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,163 Avenue Voltaire,+33,+33 7 28 42 09 07,arthur.muir.3382@fr.demo-bank.example,25-34
7603.0,15791769,Gardener,691.0,France,Female,29,9.0,116536.43,1.0,1.0,0.0,51987.99,0.0,Emma,Emma Gardener,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,22 Rue Voltaire,+33,+33 7 78 40 06 91,emma.gardener.1769@fr.demo-bank.example,25-34
7604.0,15712483,Chidi,608.0,Spain,Female,28,4.0,0.0,2.0,1.0,0.0,10899.63,1.0,Martina,Martina Chidi,ES,es_ES,Europe/Madrid,EUR,Basque Country,Bilbao,48001,124 Calle Mayor,+34,+34 648 089 385,martina.chidi.2483@es.demo-bank.example,25-34
7605.0,15636454,Fu,691.0,France,Female,60,6.0,101070.69,1.0,1.0,0.0,177355.8,1.0,Julie,Julie Fu,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,83 Avenue Victor Hugo,+33,+33 6 37 11 98 51,julie.fu.6454@fr.demo-bank.example,55-64
7606.0,15710138,Sun,718.0,Spain,Male,39,6.0,0.0,2.0,0.0,1.0,63889.1,0.0,Daniel,Daniel Sun,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,132 Plaza Velázquez,+34,+34 702 345 801,daniel.sun.0138@es.demo-bank.example,35-44
7607.0,15571571,Ting,680.0,Germany,Female,31,3.0,127331.46,3.0,1.0,1.0,176433.6,0.0,Laura,Laura Ting,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Essen,45127,GoethePlatz 165,+49,+49 160 9096658,laura.ting.1571@de.demo-bank.example,25-34
7608.0,15638751,Ashton,838.0,Spain,Female,41,5.0,0.0,2.0,1.0,0.0,81313.51,0.0,Daniela,Daniela Ashton,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,16 Avenida de la Constitución,+34,+34 720 896 737,daniela.ashton.8751@es.demo-bank.example,35-44
7609.0,15598574,Uwakwe,695.0,Spain,Female,31,5.0,0.0,2.0,0.0,1.0,13998.88,0.0,Martina,Martina Uwakwe,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,12 Plaza Velázquez,+34,+34 795 826 394,martina.uwakwe.8574@es.demo-bank.example,25-34
7610.0,15796787,Vassiliev,681.0,France,Male,46,0.0,105969.42,1.0,1.0,0.0,5771.56,0.0,Lucas,Lucas Vassiliev,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,9 Boulevard des Lilas,+33,+33 6 40 22 09 48,lucas.vassiliev.6787@fr.demo-bank.example,45-54
7611.0,15615670,Kazakova,762.0,France,Male,36,5.0,119547.46,1.0,1.0,1.0,42693.65,0.0,Lucas,Lucas Kazakova,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,194 Allée de la République,+33,+33 7 90 87 12 15,lucas.kazakova.5670@fr.demo-bank.example,35-44
