RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,churn_probability,risk
7620,15758477,Tobeolisa,547,France,Female,32,2,0.0,2,1,0,132002.83,0,0.030309667769322906,Low
7621,15629133,Black,579,France,Female,27,9,0.0,2,1,0,126838.7,0,0.02946054389064189,Low
7622,15604963,Fraser,661,France,Male,39,5,0.0,2,0,0,181461.46,0,0.04567947691328014,Low
7623,15796413,Green,794,France,Male,46,6,0.0,2,1,0,195325.74,0,0.13544286038892103,Low
7624,15812470,Allan,719,France,Male,61,5,0.0,2,0,1,29132.43,0,0.044260457628241906,Low
7625,15587443,Akudinobi,728,France,Female,69,1,0.0,2,1,1,131804.86,0,0.03020285572562337,Low
7626,15689692,Walker,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0,0.07777313141319951,Low
7627,15779586,Olisaemeka,822,Germany,Female,46,3,115074.02,2,1,0,26249.86,0,0.5137092974717755,Medium
7628,15667588,Arcuri,670,Spain,Female,40,3,0.0,1,1,1,182650.15,0,0.30891223365296466,Low
7629,15624423,Liu,850,France,Male,28,8,99986.98,1,1,0,196582.55,0,0.09572917843809547,Low
7630,15591107,Flemming,723,Germany,Female,68,3,110357.0,1,0,0,141977.54,1,0.8869535066046736,High
7631,15748986,Bischof,705,Germany,Male,42,8,166685.92,2,1,1,55313.51,0,0.08916797191105404,Low
7632,15793896,John,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0,0.10024811604537363,Low
7633,15620570,Sinnett,736,France,Male,43,4,202443.47,1,1,0,72375.03,0,0.5714641952004479,Medium
7634,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1,0.8464845036387396,High
7635,15707681,Pokrovsky,501,Germany,Male,38,9,88977.39,2,0,1,133403.07,0,0.06881720288204811,Low
7636,15702030,Azarov,516,France,Female,29,2,104982.57,1,1,0,157378.5,0,0.14105446986644207,Low
7637,15673238,McCarthy,517,Germany,Female,59,8,154110.99,2,1,0,101240.08,1,0.7954905901689027,High
7638,15604196,Simpson,766,France,Male,32,6,185714.28,1,1,1,102502.5,0,0.10086237993504313,Low
7639,15769356,Stevenson,520,Germany,Female,23,3,116022.53,2,1,1,37577.66,0,0.0790563551921756,Low
7640,15665590,Moore,541,France,Male,46,6,0.0,2,1,1,83456.67,0,0.05579805017942488,Low
7641,15572361,Chill,790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0,0.19174166926490785,Low
7642,15667460,Moore,797,France,Male,31,9,0.0,2,1,1,24748.89,0,0.008860000475211068,Low
7643,15654760,Su,811,France,Male,40,1,101514.89,1,1,1,121765.0,0,0.08890807611519133,Low
7644,15632669,Rees,722,Spain,Female,32,4,0.0,2,1,1,113666.48,0,0.019123977851718568,Low
7645,15613673,Lung,675,France,Male,28,9,0.0,1,1,0,134110.93,0,0.13011646336177227,Low
7646,15698522,Thomas,660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0,0.11995039097742363,Low
7647,15741633,Fuller,566,Spain,Male,32,10,147511.26,1,1,1,159891.03,0,0.04519434367061673,Low
7648,15674583,Trevisani,768,France,Male,25,0,78396.08,1,1,1,8316.19,0,0.0457204341349091,Low
7649,15665374,Dumolo,610,Spain,Female,31,5,0.0,2,0,0,63736.36,0,0.026986238875143648,Low
7650,15588854,Wu,715,France,Female,31,3,110581.29,1,1,1,94715.24,0,0.06337341854645596,Low
7651,15810716,Kerr,750,Germany,Male,42,8,151836.36,2,1,0,68695.38,0,0.15958319062998635,Low
7652,15776921,Geoghegan,431,Germany,Male,45,5,83624.55,2,0,0,36899.62,0,0.17182121728655012,Low
7653,15569394,Bailey,704,France,Male,24,2,148197.15,2,1,0,182775.08,0,0.046710431289202235,Low
7654,15788215,Hsia,535,Spain,Female,30,5,122924.75,1,0,0,62390.59,1,0.13665384901901492,Low
7655,15641007,Holden,614,France,Female,38,4,72594.0,1,1,1,76042.48,0,0.15394168819617413,Low
7656,15594651,Milani,748,France,Male,38,4,115221.36,1,0,1,70956.75,0,0.08124560435184358,Low
7657,15575146,Jamieson,492,Germany,Male,51,8,117808.74,2,1,1,67311.12,0,0.30748482994627807,Low
7658,15608916,Ndubueze,573,France,Male,40,7,147754.68,1,1,1,110454.46,0,0.10420571912023925,Low
7659,15666297,Abramova,706,Spain,Female,53,3,0.0,3,0,0,88479.02,1,0.9682146907310415,High
7660,15598586,Wetherspoon,680,France,Male,31,10,113292.17,1,1,1,122639.73,0,0.03546651555461059,Low
7661,15665014,Middleton,458,Spain,Male,36,5,0.0,2,1,0,79723.78,0,0.021541937653109643,Low
7662,15701738,Arcuri,612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1,0.4158237112260649,Low
7663,15650591,Calabrese,809,Germany,Male,50,10,118098.62,1,1,1,100720.02,1,0.517123243504588,Medium
7664,15652667,Hampton,590,France,Male,39,9,0.0,2,1,1,104730.52,0,0.02211038979882535,Low
7665,15679622,Clayton,602,France,Male,35,8,0.0,1,1,1,22499.29,0,0.08928692115683014,Low
7666,15730150,Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0,0.13692750090747863,Low
7667,15813192,Chukwuemeka,494,France,Male,25,6,0.0,2,0,1,109988.09,0,0.01128370544947575,Low
7668,15606554,Douglas,797,France,Male,29,1,0.0,1,0,1,149991.32,0,0.06392558867779366,Low
7669,15611794,Galloway,526,Germany,Male,61,6,133845.28,2,1,1,45180.8,0,0.17572815652322746,Low
7670,15672357,Sochima,631,Spain,Male,38,7,0.0,2,1,0,181605.85,0,0.031637980526921405,Low
7671,15711759,Wilkins,576,France,Female,29,5,108541.04,1,1,1,126469.09,0,0.06410217528013636,Low
7672,15615296,Rice,405,France,Male,39,10,0.0,1,1,0,160810.85,1,0.7552966432926693,High
7673,15699294,Pope,555,France,Male,30,1,0.0,2,0,0,88146.86,0,0.014744000351331617,Low
7674,15788634,Romani,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0,0.15466235414803758,Low
7675,15660871,Ch'ang,665,France,Male,28,8,137300.23,1,1,0,90174.83,0,0.08366070449581633,Low
7676,15618258,Chizuoke,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0,0.11941663865989063,Low
7677,15722535,Ireland,457,France,Female,33,7,127837.54,1,0,1,60013.17,0,0.07580541409994776,Low
7678,15711977,Finch,695,France,Male,36,4,161533.0,1,1,0,100940.91,0,0.11632616209349263,Low
7679,15690169,Meng,645,France,Male,31,7,161171.7,2,1,0,12599.94,1,0.05038238634692614,Low
7680,15790689,Hibbins,647,Spain,Male,32,9,80958.36,1,1,1,128590.73,0,0.05478914551473846,Low
7681,15665181,Chung,808,Spain,Male,25,7,0.0,2,0,1,23180.37,0,0.010612387921897731,Low
7682,15633608,Black,641,France,Male,33,2,146193.6,2,1,1,55796.83,1,0.03319965580685247,Low
7683,15805261,Balashov,700,Spain,Male,29,8,0.0,2,0,1,152097.02,0,0.011523614365324421,Low
7684,15740356,Palmer,660,Germany,Male,26,4,115021.76,1,0,1,162443.05,0,0.1330183681731067,Low
7685,15808223,Lea,615,Spain,Male,41,1,126773.43,1,1,1,55551.26,0,0.12882968612853313,Low
7686,15769980,Singleton,705,Germany,Female,40,3,92889.91,1,1,1,109496.69,0,0.310111208920402,Low
7687,15675450,Burt,718,France,Male,48,9,0.0,2,1,1,72105.63,0,0.05534952879604483,Low
7688,15776494,Siciliano,754,France,Male,61,5,146622.35,1,1,1,41815.22,1,0.17911036949926065,Low
7689,15592412,Sun,713,Germany,Male,45,4,131038.14,1,1,0,74005.04,1,0.6540192045651573,Medium
7690,15777452,Sauve,587,France,Female,46,6,88820.29,1,0,0,70224.34,0,0.49486936695157374,Medium
7691,15692258,Thompson,569,Spain,Male,31,1,115406.97,1,0,0,145528.22,0,0.08627752123328059,Low
7692,15791045,Boni,568,France,Female,38,3,132951.92,1,0,1,124486.28,0,0.11276898305373197,Low
7693,15807889,Wood,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0,0.5285888344668647,Medium
7694,15602043,Buccho,770,Germany,Female,46,5,141788.63,2,0,0,164967.21,0,0.4578133728175644,Medium
7695,15807335,Spencer,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0,0.15561993632758922,Low
7696,15629985,Eidson,723,Germany,Female,47,10,90450.0,2,0,0,103379.31,1,0.47210196058218373,Medium
7697,15679453,Hung,614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1,0.29296005471957093,Low
7698,15637315,Melvin,601,Spain,Female,41,3,0.0,2,1,0,54342.83,0,0.06002118834399746,Low
7699,15691513,Dawkins,592,France,Male,60,9,0.0,4,1,1,13614.01,1,0.8912700355378396,High
7700,15622289,Rizzo,605,Spain,Female,36,9,0.0,2,0,1,35521.63,0,0.022332082544777518,Low
7701,15715184,Capon,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0,0.083571221915897,Low
7702,15702801,Ts'ao,677,France,Female,29,3,86616.35,1,0,0,91903.9,1,0.12803068703728682,Low
7703,15719931,Johnstone,850,France,Male,31,8,0.0,2,1,0,178667.7,0,0.02059251487603583,Low
7704,15806081,Fleming,608,Germany,Female,48,2,127924.25,2,1,0,32202.61,0,0.5533549317676992,Medium
7705,15796336,Chang,786,Spain,Female,34,9,0.0,2,1,0,117034.32,0,0.03251968606511136,Low
7706,15647306,Gibbs,777,France,Female,29,9,131240.61,1,1,1,163746.09,1,0.0805735539494093,Low
7707,15742369,Rita,667,Spain,Male,31,5,0.0,2,1,1,20346.69,0,0.010208513645631686,Low
7708,15655859,Munro,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0,0.05186583126960853,Low
7709,15675650,Duncan,486,France,Female,39,8,97819.36,1,0,1,120531.31,0,0.1434556547897605,Low
7710,15574119,Okwuadigbo,598,Spain,Female,64,1,62979.93,1,1,1,152273.57,0,0.26251691584729314,Low
7711,15754168,McIntosh,506,France,Female,40,3,0.0,1,1,1,144345.58,0,0.33791836652844576,Low
7712,15763029,Ch'iu,612,Germany,Male,46,9,161450.03,1,1,1,96961.0,1,0.38320125359080287,Low
7713,15765048,Watt,545,France,Male,30,3,0.0,2,1,0,170307.43,0,0.02153157882977759,Low
7714,15786215,Udinese,793,France,Male,56,8,119496.25,2,1,0,29880.99,0,0.6483550765284422,Medium
7715,15707559,Clark,682,France,Female,30,9,0.0,2,1,1,195104.91,0,0.024199799389068074,Low
7716,15582129,Hsia,517,France,Male,62,1,43772.66,3,1,0,187756.24,1,0.9907130204715328,High
7717,15687540,Obiuto,684,France,Male,32,9,100249.41,2,0,1,67599.69,0,0.02475046885206217,Low
7718,15787196,T'ien,692,Spain,Male,46,2,0.0,2,1,1,105983.09,0,0.05749638438680183,Low
7719,15670898,McKenzie,740,France,Female,60,5,108028.08,2,0,0,25980.42,1,0.7927415044655463,High
7720,15775433,Tang,666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0,0.025248595128520346,Low
7721,15700693,Tu,693,France,Male,68,2,0.0,2,1,1,59864.96,0,0.014926730163162101,Low
7722,15677955,Tsui,757,Germany,Male,33,1,122088.67,1,1,0,42581.09,0,0.2713981772922494,Low
7723,15570086,Lynch,684,Germany,Male,18,9,90544.0,1,0,1,4777.23,0,0.10059965763172828,Low
7724,15794875,Hung,691,Spain,Male,35,6,0.0,2,0,1,178038.17,0,0.0186079699667832,Low
7725,15673591,Oluchukwu,842,France,Male,44,3,141252.18,4,0,1,128521.16,1,0.9683681412904431,High
7726,15631756,Tuan,482,France,Female,35,5,147813.05,2,0,0,109029.72,0,0.07103988798828258,Low
7727,15757617,Lewis,735,France,Male,55,6,134140.68,1,1,0,2267.88,0,0.7177938289007929,Medium
7728,15612729,Chidiebere,681,France,Female,63,7,0.0,2,1,1,55054.48,0,0.050846177720568556,Low
7729,15637857,Woolacott,616,France,Female,31,8,0.0,1,0,1,76456.17,0,0.12816954551519402,Low
7730,15681007,Yen,850,France,Female,35,2,128548.49,4,1,0,75478.95,1,0.9398589709634605,High
7731,15593622,Service,635,France,Male,43,10,122198.21,2,0,1,179144.54,0,0.1200756824032763,Low
7732,15629273,Lin,638,Germany,Male,42,8,145177.84,1,1,0,193471.74,1,0.39629334276994327,Low
7733,15765846,Chuang,820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0,0.13030195382714393,Low
7734,15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1,0.9407305291497136,High
7735,15722473,Faulkner,713,France,Male,41,3,0.0,2,1,0,55772.04,0,0.03730079751992439,Low
7736,15774936,Liang,543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1,0.26925468397773267,Low
7737,15685640,Dancy,649,France,Female,41,3,130931.83,1,1,1,144808.37,0,0.17533386719725444,Low
7738,15566563,Duigan,777,France,Female,30,4,137851.31,1,1,0,5008.23,1,0.13322705735986803,Low
7739,15768746,McLean,561,France,Male,33,6,0.0,2,0,0,173680.39,0,0.02453757025272991,Low
7740,15689952,Zuyeva,724,Spain,Male,41,5,0.0,1,0,1,115753.94,0,0.19047512525359225,Low
7741,15725906,Hankinson,665,Spain,Female,51,8,0.0,1,1,1,38928.48,1,0.4637680244278013,Medium
7742,15634501,Wei,441,France,Male,60,1,140614.15,1,0,1,174381.23,0,0.20704509839097768,Low
7743,15571940,Afamefula,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0,0.04833359952957217,Low
7744,15741643,Chiang,777,Germany,Male,35,7,122917.69,1,1,1,76169.68,0,0.1537807537215985,Low
7745,15806822,Myers,739,France,Female,36,0,0.0,2,0,0,133465.57,0,0.03880254313775105,Low
7746,15701166,Chinedum,660,France,Male,40,5,131754.11,2,1,1,38761.61,0,0.061621687720668075,Low
7747,15718531,Ukaegbunam,554,France,Female,35,8,0.0,2,1,1,176779.46,0,0.03098322911586603,Low
7748,15628308,Akubundu,850,France,Female,24,6,0.0,2,1,1,13159.9,0,0.01636445676618777,Low
7749,15585287,Sal,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1,0.3636807901396793,Low
7750,15781619,Stevenson,785,France,Female,38,1,0.0,1,1,0,134964.85,1,0.30864237976346076,Low
7751,15805162,Sutherland,550,France,Male,25,0,0.0,2,1,1,184221.11,0,0.011633121386251558,Low
7752,15588535,Ts'ao,750,Spain,Female,39,6,0.0,2,0,0,19264.33,0,0.04750272419567996,Low
7753,15775307,Sung,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0,0.11317753202600957,Low
7754,15777616,Pisani,605,Germany,Male,28,10,113690.83,1,1,0,33114.24,0,0.24287489164816603,Low
7755,15692291,Hs?eh,563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1,0.20574094726177997,Low
7756,15680843,Sherrod,675,France,Male,34,8,0.0,2,1,1,184842.21,0,0.013094852618161632,Low
7757,15606232,Holloway,621,Spain,Female,36,7,116338.68,1,1,1,155743.48,0,0.09734654404031108,Low
7758,15641585,Newton,850,France,Male,40,6,97339.99,1,0,1,88815.25,0,0.10006496265649321,Low
7759,15684358,Kang,711,France,Male,41,3,0.0,2,1,1,193747.57,0,0.03450002742436122,Low
7760,15806389,Walton,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1,0.3456263307597122,Low
7761,15641860,Bradley,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1,0.07635311566940711,Low
7762,15814237,Watkins,627,Germany,Male,30,3,128770.88,2,1,1,40199.01,0,0.058643407539736854,Low
7763,15808780,Tien,850,France,Female,34,2,0.0,2,0,0,51919.04,0,0.020320692325761485,Low
7764,15767064,Davide,614,Spain,Female,36,1,44054.84,1,1,1,73329.08,0,0.16940585488395324,Low
7765,15751177,Milne,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1,0.6613608514321905,Medium
7766,15613427,Barling,683,Germany,Female,49,7,108797.63,2,0,0,140763.18,0,0.6110347009002616,Medium
7767,15647259,Barnett,643,Spain,Male,35,2,0.0,2,0,0,67979.35,0,0.019583223427448834,Low
7768,15748660,Ellis,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1,0.8601856641645812,High
7769,15726695,Hsia,601,Spain,Female,20,9,122446.61,2,1,0,86791.9,0,0.058216038097919254,Low
7770,15757473,Chukwujamuike,766,France,Female,27,7,158786.67,2,0,1,47579.25,0,0.05168986404745196,Low
7771,15809509,Venables,699,France,Male,29,3,125689.29,1,1,1,151623.71,0,0.04144185229290195,Low
7772,15715512,Hsia,850,Germany,Male,29,1,154640.41,1,1,1,164039.51,0,0.0904127357226008,Low
7773,15614168,Alexander,792,Germany,Female,50,4,146710.76,1,1,0,16528.4,1,0.863317159387423,High
7774,15679818,Yuan,636,Germany,Male,67,7,136709.35,1,0,1,66753.1,1,0.21657744942164103,Low
7775,15609928,Johnston,850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0,0.21831879117051564,Low
7776,15731246,Hobler,628,Spain,Male,40,10,0.0,2,1,0,103832.58,0,0.04520728552748651,Low
7777,15685243,Jamieson,736,France,Female,63,10,0.0,2,0,1,502.7,0,0.05434923840405643,Low
7778,15638730,Macleod,711,France,Female,21,0,82844.33,2,0,1,1408.68,0,0.04253248004883886,Low
7779,15697034,Norris,583,Spain,Female,22,2,0.0,2,0,1,5985.36,0,0.02017822140774228,Low
7780,15699225,Pirozzi,757,France,Male,46,0,0.0,2,1,0,37460.05,0,0.11322041622240471,Low
7781,15677387,Folliero,749,Germany,Female,33,10,76692.22,1,0,1,30396.43,0,0.09791026730528213,Low
7782,15759184,Russell,705,France,Male,34,7,117715.84,1,1,0,2498.67,0,0.08350511780108497,Low
7783,15595991,Hsiung,585,France,Male,54,8,87105.32,1,1,1,55346.14,0,0.19792575578239033,Low
7784,15681332,Tate,437,France,Female,43,6,0.0,1,1,0,148330.97,1,0.5827685602811403,Medium
7785,15756299,Davis,741,France,Female,64,2,69311.16,1,1,1,59237.72,0,0.22276108114387505,Low
7786,15750547,Bair,738,France,Male,26,9,0.0,2,1,1,48644.94,0,0.008743997064744264,Low
7787,15566380,Drury,586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0,0.03757628012218767,Low
7788,15675963,Padovano,627,France,Female,57,9,0.0,2,1,1,107712.42,0,0.07715787709492468,Low
7789,15674671,Conway,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,0.021843050739245286,Low
7790,15621466,Waters,606,Germany,Male,38,3,99897.53,1,0,0,37054.65,0,0.32047196127035027,Low
7791,15607176,Kang,674,France,Male,22,3,0.0,1,1,1,173940.59,0,0.08936800785137823,Low
7792,15570299,Martin,584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0,0.21539185942260697,Low
7793,15613197,Ugochukwutubelum,590,France,Male,40,8,0.0,2,1,0,62933.03,0,0.03356445305450288,Low
7794,15798885,Burns,585,France,Male,56,4,138227.19,2,1,1,55287.84,0,0.1313267844652302,Low
7795,15714883,Genovese,508,France,Female,25,2,111395.53,1,0,1,48197.06,0,0.07054732269813202,Low
7796,15604497,Beale,458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0,0.46787204225687434,Medium
7797,15773949,Cherkasova,692,France,Female,36,3,0.0,2,1,1,8282.22,0,0.022388730303149283,Low
7798,15774164,Coles,502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0,0.024561617597220396,Low
7799,15774127,Potter,518,France,Male,46,3,0.0,2,1,0,76515.79,0,0.1125050680085923,Low
7800,15619016,McMinn,660,Germany,Male,46,5,109019.65,2,1,1,33680.56,0,0.22150682951285594,Low
7801,15795759,Bergamaschi,698,Germany,Female,52,1,107906.75,1,1,0,168886.39,1,0.8970272928815359,High
7802,15798844,Chijindum,678,France,Male,54,7,128914.97,1,0,0,191746.23,1,0.8117238333507251,High
7803,15717962,Ch'iu,773,Spain,Male,63,9,111179.83,1,1,1,93091.02,0,0.14955603460271585,Low
7804,15691504,Yusupova,619,Germany,Female,52,8,124099.13,1,0,0,23904.52,0,0.8954779116966955,High
7805,15693893,Davis,684,Germany,Male,59,9,122471.09,1,0,1,15807.07,0,0.4504060036910709,Medium
7806,15672499,Iadanza,635,France,Male,34,3,134692.4,2,1,1,83773.02,0,0.031408395633856015,Low
7807,15750410,Jordan,680,France,Female,25,4,123816.5,1,1,1,90162.35,0,0.057831330829685904,Low
7808,15568904,Kruglova,608,Germany,Male,34,3,106288.54,1,1,1,36639.25,0,0.14965037804453404,Low
7809,15649033,Echezonachukwu,603,Germany,Female,55,7,127723.25,2,1,0,139469.11,1,0.8330462400438223,High
7810,15780989,Hajek,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1,0.13336912262720804,Low
7811,15771059,Welch,756,Germany,Female,34,2,148200.72,1,0,0,194584.48,0,0.22770251402182987,Low
7812,15687852,Vinogradoff,611,France,Male,30,2,104145.65,1,0,0,159629.64,0,0.07986591630187144,Low
7813,15695280,Hung,532,Germany,Male,24,8,142755.25,1,0,0,34231.48,0,0.24418115579978947,Low
7814,15592751,Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,1,0,69643.31,1,0.9132030757954704,High
7815,15598338,Mays,647,Germany,Female,33,3,168560.46,2,0,0,90270.16,0,0.05680985029250998,Low
7816,15735784,Gardner,583,France,Male,38,8,0.0,1,1,0,47848.56,0,0.20393275241322206,Low
7817,15629128,Mamelu,774,Germany,Male,42,2,132193.94,2,1,1,162865.52,0,0.12099942049892533,Low
7818,15642870,Ross,677,France,Male,58,9,0.0,1,0,1,168650.4,0,0.3623488488582363,Low
7819,15637977,Barese,542,Germany,Male,25,8,139330.1,1,0,0,54372.37,0,0.19493378978846204,Low
7820,15600792,Swayne,613,Spain,Male,29,0,0.0,2,0,1,133897.32,0,0.014128774572795872,Low
7821,15576131,Phillips,666,France,Male,40,5,0.0,2,1,0,147878.05,0,0.03921675834588556,Low
7822,15686588,Manfrin,777,France,Female,28,2,134571.5,1,0,1,118313.38,0,0.07124457052466512,Low
7823,15761018,Tan,581,Germany,Male,50,2,143829.2,2,1,0,181224.24,1,0.5161585765893492,Medium
7824,15616029,Adams,705,France,Male,32,7,0.0,2,1,0,7921.57,0,0.013725155276528716,Low
7825,15761149,Teng,673,France,Female,44,8,133444.97,1,0,1,5708.19,0,0.24123733725827165,Low
7826,15802758,Chinwendu,594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1,0.10600504737835674,Low
7827,15647838,Davison,648,Germany,Female,51,2,116574.84,1,1,0,4121.04,1,0.8963829505423827,High
7828,15735968,Hsing,605,France,Male,41,10,0.0,2,0,1,97213.09,0,0.028580023718059424,Low
7829,15581286,Castro,734,France,Female,40,9,176914.8,1,1,1,12799.23,0,0.2512250075751637,Low
7830,15625445,Parkin,572,France,Female,36,8,68348.18,2,0,1,50400.32,0,0.034314814740752264,Low
7831,15600173,Manna,595,France,Female,33,9,0.0,2,1,1,41447.86,0,0.01565253244047513,Low
7832,15635143,Fennescey,749,France,Male,42,2,56726.83,2,0,1,185543.35,0,0.06715816992656932,Low
7833,15664849,Colon,573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1,0.4059329452683918,Low
7834,15762455,Yeh,624,Spain,Male,33,6,66220.17,1,0,1,170819.01,0,0.09828004203811903,Low
7835,15797165,Bergamaschi,703,France,Male,56,9,0.0,1,0,0,85547.33,1,0.8784873669212753,High
7836,15788189,Matveyeva,665,France,Female,41,8,96147.55,1,1,0,137037.97,0,0.2744366668302566,Low
7837,15780492,Ignatyeva,648,France,Male,42,4,0.0,2,1,0,19283.14,0,0.04356950556148033,Low
7838,15678497,Lederer,850,Spain,Male,48,2,0.0,1,1,0,169425.3,1,0.720424446132917,Medium
7839,15588560,Nwabugwu,569,Germany,Female,32,8,145330.43,1,1,1,132038.65,0,0.15745620180718523,Low
7840,15606003,Abramowitz,566,France,Female,21,3,0.0,2,1,1,3626.47,0,0.013839608057789922,Low
7841,15611756,Chapman,537,Germany,Female,47,4,124192.28,2,1,1,50881.51,0,0.3505455908855654,Low
7842,15789563,Fiorentino,706,Germany,Female,46,7,111288.18,1,1,1,149170.25,1,0.5429289331661772,Medium
7843,15702416,Cecil,734,France,Male,43,7,107805.67,1,0,0,182505.68,0,0.32011403342282185,Low
7844,15766288,Ikechukwu,586,Germany,Female,36,5,103700.69,1,1,0,194072.56,1,0.37387008881159006,Low
7845,15667633,Allen,612,France,Female,38,1,0.0,2,1,1,9209.21,0,0.033901595647493496,Low
7846,15622774,Kao,648,France,Male,34,0,0.0,1,1,1,167931.81,0,0.06975304686442664,Low
7847,15755416,Hart,557,France,Female,27,3,87739.08,1,1,1,123096.56,0,0.0769723633194752,Low
7848,15769915,Charlton,643,Spain,Female,20,0,133313.34,1,1,1,3965.69,0,0.06407378832068786,Low
7849,15643908,Turnbull,433,France,Female,49,10,0.0,1,1,1,87711.61,0,0.5146275812818538,Medium
7850,15627395,Manners,643,Germany,Male,41,7,154902.66,1,1,1,49667.28,0,0.23032150975038532,Low
7851,15679663,Chiazagomekpere,488,France,Female,36,0,0.0,2,1,0,136675.22,0,0.04308672411574561,Low
7852,15651581,Lavrentyev,758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1,0.8497073449515029,High
7853,15596379,Wallace,743,Germany,Male,39,3,119695.75,1,0,1,26136.13,0,0.2910280391314877,Low
7854,15746674,Miller,730,France,Female,47,7,0.0,1,1,0,33373.26,1,0.7198777474152427,Medium
7855,15801256,Bazhenov,746,Spain,Male,49,7,0.0,2,0,1,10096.25,0,0.06372604462127518,Low
7856,15663808,Ifesinachi,666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0,0.20508597088183297,Low
7857,15598521,Ma,580,Germany,Female,33,7,131647.01,2,0,0,79775.19,0,0.09899856570040116,Low
7858,15621457,Chu,850,France,Male,27,6,96654.72,2,0,0,152740.16,0,0.041904221750183004,Low
7859,15764726,Kerr,563,France,Male,22,3,137583.04,1,0,1,5791.85,0,0.05426350767093784,Low
7860,15646374,Wynne,766,Germany,Female,28,3,62717.84,2,1,1,13182.43,0,0.029662109528609225,Low
7861,15716501,Moon,659,France,Male,32,9,95377.13,1,0,1,187551.24,0,0.06377889010488859,Low
7862,15589948,Disher,607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0,0.0326588435187567,Low
7863,15811343,Cattaneo,644,Germany,Male,35,5,161591.11,3,1,1,63795.62,0,0.7867776451685896,High
7864,15659677,Beluchi,746,France,Male,47,8,142382.03,1,1,1,62086.62,0,0.21010153879155039,Low
7865,15594436,Mazzi,588,Spain,Male,33,2,0.0,2,1,1,12483.56,0,0.01238329383021476,Low
7866,15748995,Ifeajuna,691,Spain,Male,30,9,0.0,2,0,1,10963.04,0,0.009536221021924158,Low
7867,15677062,Howe,666,France,Female,38,6,127043.09,1,1,1,8247.0,0,0.11337914413702264,Low
7868,15697201,Yocum,640,Spain,Female,46,3,0.0,1,1,1,156260.08,0,0.500840591165088,Medium
7869,15666453,Moore,611,Germany,Female,29,4,78885.88,2,1,1,26927.69,0,0.03506667795878849,Low
7870,15693771,Y?an,651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1,0.4274400988081292,Low
7871,15569867,Chinweuba,529,France,Female,29,8,0.0,2,1,0,19842.11,0,0.02550383981609921,Low
7872,15711602,Lowrie,676,France,Female,36,3,91711.59,1,1,1,95393.43,0,0.0903216247393026,Low
7873,15717736,Shen,639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0,0.3213884715454052,Low
7874,15750441,Lavarack,782,France,Male,36,5,81210.72,2,0,1,108003.38,0,0.026173240733155887,Low
7875,15732791,Davide,641,Germany,Male,32,5,122947.92,1,1,1,99154.86,0,0.12856783717721204,Low
7876,15775104,Gomes,697,France,Female,38,1,182065.85,1,1,0,49503.5,0,0.2749095526005233,Low
